Id,WhoId,WhatId,Subject,ActivityDate,Status,Priority,OwnerId,Description,Type,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,EmailMessageId,ActivityOriginType,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,CompletedDateTime
00T4R000054RN4vUAG,00Q4R00001LLpBXUA1,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,said they were good,,0,,1,11/19/2020 19:23,0054R00000ADW2rQAH,11/19/2020 19:23,0054R00000ADW2rQAH,11/19/2020 19:23,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 19:23
00T4R000054RNL8UAO,00Q4R00001LLp4bUAD,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,LM house #,,0,,1,11/19/2020 19:50,0054R00000ADW2rQAH,11/19/2020 19:50,0054R00000ADW2rQAH,11/19/2020 19:50,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 19:50
00T4R000054RNLJUA4,00Q4R00001LLp4gUAD,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,covered texted info,,0,,1,11/19/2020 19:52,0054R00000ADW2rQAH,11/19/2020 19:52,0054R00000ADW2rQAH,11/19/2020 19:52,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 19:52
00T4R000054RNNdUAO,00Q4R00001LLp4hUAD,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,ring ring ring... NA,,0,,1,11/19/2020 19:55,0054R00000ADW2rQAH,11/19/2020 19:55,0054R00000ADW2rQAH,11/19/2020 19:55,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 19:55
00T4R000054RNOvUAO,00Q4R00001LLp4iUAD,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called texted,,0,,1,11/19/2020 19:56,0054R00000ADW2rQAH,12/3/2020 18:03,0054R00000ADW2rQAH,12/3/2020 18:03,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,12/3/2020 18:03
00T4R000054RNQSUA4,00Q4R00001LLp4jUAD,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called texted 11/19,,0,,1,11/19/2020 19:59,0054R00000ADW2rQAH,12/3/2020 18:10,0054R00000ADW2rQAH,12/3/2020 18:10,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,12/3/2020 18:10
00T4R000054RNQTUA4,00Q4R00001LLp5KUAT,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,Not interested,,0,,1,11/19/2020 20:09,0054R00000ADW2rQAH,11/19/2020 20:09,0054R00000ADW2rQAH,11/19/2020 20:09,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 20:09
00T4R000054RNX9UAO,00Q4R00001LLp5JUAT,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called texted 11/19,,0,,1,11/19/2020 20:08,0054R00000ADW2rQAH,11/19/2020 21:00,0054R00000ADW2rQAH,11/19/2020 21:00,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,11/19/2020 21:00
00T4R000054RNY8UAO,00Q4R00001LLp5LUAT,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,robo killer screened my call. Texted,,0,,1,11/19/2020 20:10,0054R00000ADW2rQAH,11/19/2020 21:22,0054R00000ADW2rQAH,11/19/2020 21:22,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,11/19/2020 21:22
00T4R000054RNYNUA4,00Q4R00001LLp5OUAT,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,LM Main ranch #,,0,,1,11/19/2020 20:15,0054R00000ADW2rQAH,11/19/2020 20:15,0054R00000ADW2rQAH,11/19/2020 20:15,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 20:15
00T4R000054RNkUUAW,00Q4R00001LLp5WUAT,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called texted 11/19,,0,,1,11/19/2020 20:34,0054R00000ADW2rQAH,12/3/2020 18:16,0054R00000ADW2rQAH,12/3/2020 18:16,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,12/3/2020 18:16
00T4R000054RNlkUAG,00Q4R00001LLp5QUAT,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,uses personal friends bees,,0,,1,11/19/2020 20:28,0054R00000ADW2rQAH,11/19/2020 20:28,0054R00000ADW2rQAH,11/19/2020 20:28,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 20:28
00T4R000054RNllUAG,00Q4R00001LLp5XUAT,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called texted 11/19,,0,,1,11/19/2020 20:37,0054R00000ADW2rQAH,12/3/2020 18:20,0054R00000ADW2rQAH,12/3/2020 18:20,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,12/3/2020 18:20
00T4R000054RNlmUAG,00Q4R00001LLp5YUAT,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called texted 11/19,,0,,1,11/19/2020 20:39,0054R00000ADW2rQAH,12/3/2020 18:22,0054R00000ADW2rQAH,12/3/2020 18:22,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,12/3/2020 18:22
00T4R000054RNqDUAW,00Q4R00001LLp5ZUAT,000000000000000AAA,Call,12/3/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called texted 11/19,,0,,1,11/19/2020 20:50,0054R00000ADW2rQAH,12/3/2020 18:44,0054R00000ADW2rQAH,12/3/2020 18:44,0,,,,,,,12/3/2020 16:00,0,,0,,,,,,,,,,,12/3/2020 18:44
00T4R000054RNvSUAW,00Q4R00001LLp5JUAT,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,called back. Taken care of on bees,,0,,1,11/19/2020 21:00,0054R00000ADW2rQAH,11/19/2020 21:00,0054R00000ADW2rQAH,11/19/2020 21:00,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 21:00
00T4R000054ROyQUAW,00Q4R00001LLpCJUA1,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,didnt understand,,0,,1,11/19/2020 22:17,0054R00000ADW2rQAH,11/19/2020 22:17,0054R00000ADW2rQAH,11/19/2020 22:17,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 22:17
00T4R000054RP4jUAG,00Q4R00001LLpDKUA1,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,LM,,0,,1,11/19/2020 22:36,0054R00000ADW2rQAH,11/19/2020 22:36,0054R00000ADW2rQAH,11/19/2020 22:36,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 22:36
00T4R000054RP8pUAG,00Q4R00001LLpDMUA1,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,NA,,0,,1,11/19/2020 22:38,0054R00000ADW2rQAH,11/19/2020 22:38,0054R00000ADW2rQAH,11/19/2020 22:38,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 22:38
00T4R000054RP9OUAW,00Q4R00001LLpDNUA1,000000000000000AAA,Call,11/19/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,NA,,0,,1,11/19/2020 22:39,0054R00000ADW2rQAH,11/19/2020 22:39,0054R00000ADW2rQAH,11/19/2020 22:39,0,,5,,,,,,0,,0,,,,,,,,,,,11/19/2020 22:39
00T4R000054RuArUAK,00Q4R00001LN9DZUA1,000000000000000AAA,Call,11/22/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,inbound,,0,,1,11/22/2020 23:56,0054R00000ARWr5QAH,11/22/2020 23:56,0054R00000ARWr5QAH,11/22/2020 23:56,0,,5,,,,,,0,,0,,,,,,,,,,,11/22/2020 23:56
00T4R000054S03hUAC,00Q4R00001LN9vvUAD,000000000000000AAA,Call,11/23/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,web - inbound,,0,,1,11/23/2020 23:03,0054R00000ARWr5QAH,11/23/2020 23:03,0054R00000ARWr5QAH,11/23/2020 23:03,0,,5,,,,,,0,,0,,,,,,,,,,,11/23/2020 23:03
00T4R000054S03iUAC,00Q4R00001LN9w0UAD,000000000000000AAA,Call,11/23/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,web - inbound,,0,,1,11/23/2020 23:05,0054R00000ARWr5QAH,11/23/2020 23:05,0054R00000ARWr5QAH,11/23/2020 23:05,0,,5,,,,,,0,,0,,,,,,,,,,,11/23/2020 23:05
00T4R000054S0HOUA0,00Q4R00001LN9vqUAD,000000000000000AAA,Call,11/23/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,web - inbound,,0,,1,11/23/2020 23:02,0054R00000ARWr5QAH,11/23/2020 23:02,0054R00000ARWr5QAH,11/23/2020 23:02,0,,5,,,,,,0,,0,,,,,,,,,,,11/23/2020 23:02
00T4R000054S0L6UAK,00Q4R00001LN9w0UAD,000000000000000AAA,Call,11/23/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,65ac schedule meeting tuesday/wednesday trees are 6years - 20+,,0,,1,11/23/2020 23:10,0054R00000ARWr5QAH,11/23/2020 23:10,0054R00000ARWr5QAH,11/23/2020 23:10,0,,5,,,,,,0,,0,,,,,,,,,,,11/23/2020 23:10
00T4R000054SE96UAG,00Q4R00001LN754UAD,000000000000000AAA,Call,11/25/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,Paul 559-916-5898,,0,,1,11/25/2020 21:51,0054R00000ARWr5QAH,11/25/2020 21:51,0054R00000ARWr5QAH,11/25/2020 21:51,0,,5,,,,,,0,,0,,,,,,,,,,,11/25/2020 21:51
00T4R000054SSThUAO,00Q4R00001LLonMUAT,000000000000000AAA,Call,12/7/2020 0:00,Not Started,Normal,0054R00000ARgTbQAL,,,0,,0,11/30/2020 19:51,0054R00000ARgTbQAL,11/30/2020 19:51,0054R00000ARgTbQAL,11/30/2020 19:51,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,
00T4R000054SSfvUAG,00Q4R00001LLjNhUAL,000000000000000AAA,Call,12/14/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,texted Jag. 11/30.,,0,,1,11/30/2020 17:54,0054R00000ADW2rQAH,12/9/2020 22:42,0054R00000ADW2rQAH,12/9/2020 22:42,0,,,,,,,12/14/2020 16:00,0,,0,,,,,,,,,,,12/9/2020 22:42
00T4R000054SSpvUAG,00Q4R00001LLpHZUA1,000000000000000AAA,Call,12/14/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,terxted 11/30,,0,,1,11/30/2020 18:13,0054R00000ADW2rQAH,12/14/2020 22:31,0054R00000ADW2rQAH,12/14/2020 22:31,0,,,,,,,12/14/2020 16:00,0,,0,,,,,,,,,,,12/14/2020 22:31
00T4R000054SSspUAG,00Q4R00001LLp2VUAT,000000000000000AAA,Call,1/4/2021 0:00,Completed,Normal,0054R00000ADW2rQAH,texted back said he was covered. Will reach out if anything changes,,0,,1,11/30/2020 18:17,0054R00000ADW2rQAH,1/4/2021 18:40,0054R00000ADW2rQAH,1/4/2021 18:40,0,,,,,,,1/4/2021 16:00,0,,0,,,,,,,,,,,1/4/2021 18:40
00T4R000054STP2UAO,00Q4R00001LLZONUA5,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,took my info,,0,,1,11/30/2020 19:27,0054R00000ADW2rQAH,11/30/2020 19:27,0054R00000ADW2rQAH,11/30/2020 19:27,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 19:27
00T4R000054STeeUAG,00Q4R00001LLonLUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 19:49,0054R00000ARgTbQAL,11/30/2020 19:49,0054R00000ARgTbQAL,11/30/2020 19:49,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 19:49
00T4R000054STfDUAW,00Q4R00001LLonLUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 19:50,0054R00000ARgTbQAL,2/2/2021 22:43,0054R00000ARgTbQAL,2/2/2021 22:43,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:43
00T4R000054STfEUAW,00Q4R00001LLonMUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 19:50,0054R00000ARgTbQAL,11/30/2020 19:50,0054R00000ARgTbQAL,11/30/2020 19:50,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 19:50
00T4R000054STgVUAW,00Q4R00001LLonNUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 19:51,0054R00000ARgTbQAL,11/30/2020 19:51,0054R00000ARgTbQAL,11/30/2020 19:51,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 19:51
00T4R000054STgaUAG,00Q4R00001LLonNUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 19:52,0054R00000ARgTbQAL,2/2/2021 22:45,0054R00000ARgTbQAL,2/2/2021 22:45,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:45
00T4R000054STprUAG,00Q4R00001LLonPUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 20:06,0054R00000ARgTbQAL,11/30/2020 20:06,0054R00000ARgTbQAL,11/30/2020 20:06,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:06
00T4R000054STpsUAG,00Q4R00001LLonUUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:23,0054R00000ARgTbQAL,2/3/2021 22:08,0054R00000ARgTbQAL,2/3/2021 22:08,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/3/2021 22:08
00T4R000054STq6UAG,00Q4R00001LLonPUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:06,0054R00000ARgTbQAL,2/2/2021 22:49,0054R00000ARgTbQAL,2/2/2021 22:49,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:49
00T4R000054STuEUAW,00Q4R00001LLonRUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 20:21,0054R00000ARgTbQAL,11/30/2020 20:21,0054R00000ARgTbQAL,11/30/2020 20:21,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:21
00T4R000054STuFUAW,00Q4R00001LLonRUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:21,0054R00000ARgTbQAL,2/2/2021 22:49,0054R00000ARgTbQAL,2/2/2021 22:49,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:49
00T4R000054SU19UAG,00Q4R00001LLonSUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 20:21,0054R00000ARgTbQAL,11/30/2020 20:21,0054R00000ARgTbQAL,11/30/2020 20:21,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:21
00T4R000054SU1JUAW,00Q4R00001LLonSUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:21,0054R00000ARgTbQAL,2/2/2021 22:51,0054R00000ARgTbQAL,2/2/2021 22:51,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:51
00T4R000054SU1sUAG,00Q4R00001LLonTUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 20:22,0054R00000ARgTbQAL,11/30/2020 20:22,0054R00000ARgTbQAL,11/30/2020 20:22,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:22
00T4R000054SU1tUAG,00Q4R00001LLonUUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,rock. no answer,,0,,1,11/30/2020 20:23,0054R00000ARgTbQAL,11/30/2020 20:23,0054R00000ARgTbQAL,11/30/2020 20:23,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:23
00T4R000054SU1xUAG,00Q4R00001LLonTUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:22,0054R00000ARgTbQAL,2/2/2021 22:52,0054R00000ARgTbQAL,2/2/2021 22:52,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:52
00T4R000054SU1yUAG,00Q4R00001LLonFUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,all set up,,0,,1,11/30/2020 20:31,0054R00000ARgTbQAL,11/30/2020 20:31,0054R00000ARgTbQAL,11/30/2020 20:31,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:31
00T4R000054SU29UAG,00Q4R00001LLonHUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:34,0054R00000ARgTbQAL,2/2/2021 22:40,0054R00000ARgTbQAL,2/2/2021 22:40,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:40
00T4R000054SU3bUAG,00Q4R00001LLonGUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 20:32,0054R00000ARgTbQAL,11/30/2020 20:32,0054R00000ARgTbQAL,11/30/2020 20:32,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:32
00T4R000054SU4SUAW,00Q4R00001LLonVUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 20:27,0054R00000ARgTbQAL,11/30/2020 20:27,0054R00000ARgTbQAL,11/30/2020 20:27,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:27
00T4R000054SU4hUAG,00Q4R00001LLonVUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:27,0054R00000ARgTbQAL,2/3/2021 22:09,0054R00000ARgTbQAL,2/3/2021 22:09,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/3/2021 22:09
00T4R000054SU4iUAG,00Q4R00001LNDCKUA5,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,no answer,,0,,1,11/30/2020 20:28,0054R00000ARgTbQAL,11/30/2020 20:28,0054R00000ARgTbQAL,11/30/2020 20:28,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:28
00T4R000054SU4jUAG,00Q4R00001LNDCKUA5,000000000000000AAA,Call,12/2/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:28,0054R00000ARgTbQAL,12/2/2020 20:48,0054R00000ARgTbQAL,12/2/2020 20:48,0,,,,,,,12/2/2020 16:00,0,,0,,,,,,,,,,,12/2/2020 20:48
00T4R000054SU4kUAG,00Q4R00001LLonIUAT,000000000000000AAA,Call,11/30/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,works with conanss but will have the opportunity for more hives call back later in season  to check up,,0,,1,11/30/2020 20:44,0054R00000ARgTbQAL,11/30/2020 20:44,0054R00000ARgTbQAL,11/30/2020 20:44,0,,5,,,,,,0,,0,,,,,,,,,,,11/30/2020 20:44
00T4R000054SU8PUAW,00Q4R00001LLonGUAT,000000000000000AAA,Call,12/7/2020 0:00,Completed,Normal,0054R00000ARgTbQAL,,,0,,1,11/30/2020 20:34,0054R00000ARgTbQAL,2/2/2021 22:40,0054R00000ARgTbQAL,2/2/2021 22:40,0,,,,,,,12/7/2020 16:00,0,,0,,,,,,,,,,,2/2/2021 22:40
